Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/soap,36531,11,2,2.11125940103272,0.5379999056458473,63.32990014925599,429.9204511237032,175.0647195203951,0.05271445935573475,2,2,3,3,3,4,5,6,50,63,63
,Aggregated,36531,11,2,2.11125940103272,0.5379999056458473,63.32990014925599,429.9204511237032,175.0647195203951,0.05271445935573475,2,2,3,3,3,4,5,6,50,63,63
